country,destination,durations,points of interest,budgets,details
"Santorini","Santorini, Mykonos",5,6,2000,"Day 1: Arrival in Santorini, explore Fira and Archaeological Museum of Thera. Day 2: Visit Akrotiri ruins, Red Beach, and Pyrgos village. Day 3: Travel to Mykonos, explore Mykonos Town and windmills. Day 4: Visit Psarou Beach and Delos Island. Day 5: Departure from Mykonos."
"Santorini","Santorini, Naxos, Paros, Mykonos",7,10,3500,"Day 1: Arrival in Santorini, explore Oia and art galleries. Day 2: Hike from Fira to Oia, visit Santo Winery and Kamari Beach. Day 3: Travel to Naxos, explore Naxos Town and Portara. Day 4: Travel to Paros, visit Apiranthos village and Naoussa harbor. Day 5: Relax at Kolymbithres Beach and visit Panagia Ekatontapiliani. Day 6: Travel to Mykonos, explore Mykonos Town and Panagia Paraportiani. Day 7: Departure from Mykonos."
Japan,Kyoto,4,8,400,"Day 1: Arrive in Kyoto and check in at your accommodation, then explore the Gion District. Day 2: Visit Fushimi Inari Shrine, Kiyomizu-dera Temple, and Nishiki Market. Day 3: Breakfast, explore Philosopher’s Path and Ginkakuji Temple, visit Kyoto Imperial Palace, Kinkakuji Temple, and Hoganji Temples, shop for souvenirs, and have dinner before heading back to the hotel. Day 4: Head to Nara or Osaka or fly home."
Japan,"Kyoto, Osaka, Nara",3,11,750,"Day 1: Depart from Tokyo via bullet train to Kyoto. In the evening, explore Gion, including Pontocho Alley, the Statue of Izumo-no-Okuni, Yasaka Shrine, and Hanamikoji Street. Day 2: Travel to Osaka to visit Namba and Dotonbori districts, Hozenji Temple, Kuromon Ichiba Market, Shinsekai, Osaka Castle, Shinsaibashi shopping district, and Nipponbashi. Return to Kyoto for the night. Day 3: Explore Arashiyama Bamboo Forest, Kinkaku-ji Temple, and Nara Park, including Todai-ji Temple. Tour concludes in Kyoto, with options to return to Tokyo or proceed to Kansai Airport."
Japan,Tokyo,5,10,970,"Day 1: Arrival in Tokyo with optional airport transfer; overnight in Tokyo. Day 2: Explore Imperial Palace Gardens, Nijubashi Bridge, Asakusa's Senso-ji Temple, Nakamise-dori street, Meiji Jingu Shrine, Harajuku district, and Shibuya Crossing; overnight in Tokyo. Day 3: Visit Oishi Park, Lake Kawaguchi, Arakura-Fuji Sengen Shrine, Mount Fuji 5th Station, and Oshino Hakkai's natural ponds; overnight in Tokyo. Day 4: Tour Tsukiji Fish Market, a 300-year-old Buddhist temple, and a secret observation deck; overnight in Tokyo. Day 5: Departure with optional airport transfer."
Japan,Tokyo,5,7,2500,"Day 1: Arrival in Tokyo; overnight in Tokyo. Day 2: Private walking tour of Asakusa's Senso-ji Temple, Imperial Palace's Outer Garden, Nijubashi Bridge, Harajuku, and Meiji Jingu Shrine; overnight in Tokyo. Day 3: Private tour to Mount Fuji, visiting Arakurayama Sengen Park, Lake Yamanaka, Oishi Park, and Lake Kawaguchi; overnight in Tokyo. Day 4: Private walking tour of Tsukiji Fish Market, including breakfast and tastings; overnight in Tokyo. Day 5: Departure with optional airport transfer."
South Korea,"Seoul, Gyeongju, Busan",10,16,1900,"Day 1: Arrive in Seoul and settle into your accommodation. Day 2: Explore the grand Gyeongbokgung Palace, learn a K-pop dance routine, and record your own K-pop dance video. Day 3: Visit the Demilitarized Zone (DMZ) for a unique historical experience. Day 4: Immerse yourself in traditional Seoul, exploring cultural sites and local markets. Day 5: Experience a temple stay in the mountains, living like a monk. Day 6: Travel to Jeonju, known for its rich history and traditional Hanok village. Day 7: Explore Gyeongju, visiting ancient temples and historical landmarks. Day 8: Continue exploring Gyeongju's cultural sites. Day 9: Visit Busan, enjoying its beaches and vibrant city life. Day 10: Conclude your journey and depart from Korea."
South Korea,"Seoul, Gongju, Buyeo, Jeonju, Suncheon, Yeosu, Busan",3,8,1300,"Day 1: Depart from Seoul to Gongju to visit the Tomb of King Muryeong and Gongsanseong Fortress. Continue to Buyeo to see the Baekje Cultural Land and Nakhwaam Cliff Observatory. Proceed to Jeonju to explore the Jeonju Hanok Village. Overnight in Jeonju. Day 2: Travel to Gwangju, then to Suncheon to visit the Suncheon Bay Garden. Continue to Yeosu to explore the city. Overnight in Yeosu. Day 3: Visit Jinjuseong Fortress in Jinju, then proceed to Busan for a city tour. Tour concludes in Busan."
South Korea,Seoul,6,5,950,"Day 1: Arrive in Seoul and enjoy a welcome dinner in the Myeongdong district. Day 2: Participate in a K-Pop dance class in Hapjeong and visit the HiKR Ground. Day 3: Tour the Demilitarized Zone (DMZ) and meet a North Korean defector. Day 4: Dress in traditional hanbok at Gyeongbokgung Palace, explore Insadong, and sample street food at Gwangjang Market. Day 5: Experience temple life with meditation, chanting, and tea with a monk. Day 6: Departure from Seoul."
South Korea,Pyeongchang,2,2,450,"Day 1: Depart from Seoul and visit Samyang Ranch, Asia's largest organic pasture. Ride the Balwangsan Cable Car, the longest in South Korea, and enjoy panoramic views. Overnight stay in Pyeongchang. Day 2: Visit the filming location of BTS's 'IN THE SOOP' in Pyeongchang. Stroll along Hyangho Beach before returning to Seoul."
China,"Hong Kong, Macau",4,8,1250,"Day 1: Arrive in Hong Kong and check into your hotel. Day 2: Explore Stanley Market's seaside bazaar, visit Aberdeen Fishing Village, and ride the tram to Victoria Peak. Day 3: Take a day trip to Macau to tour historic sites and casinos, enjoy a cable car ride, and watch a fountain show. Day 4: Depart from Hong Kong."
China,Hong Kong,4,5,1050,"Day 1: Arrive in Hong Kong and check into your hotel. Day 2: Ride the tram up Victoria Peak for panoramic views, explore Aberdeen's traditional floating village, and tour the vibrant markets of Kowloon. Day 3: Take a day trip to Macau to walk through its Historic Center, see the iconic Ruins of São Paulo, and experience the blend of Portuguese and Chinese cultures. Day 4: Depart from Hong Kong."
China,Hong Kong,12,13,3200,"Day 1: Ready for Take Off: Off to adventure! Day 2: Sparkling cosmopolitan city: Welcome to Hong Kong! Day 3: Movie-ready backdrops: skyline views & selfies with stars. Day 4: Only in Hong Kong: From moving houses & shopping cruise ships. Day 5: Best of Both Worlds: City Escape & Late Night Vibes. Day 6: Sky High: Big Buddha & superlative light show. Day 7: Hear Me Roar: Dream Views from the Lion Rock. Day 8: Time for New Adventures: Beach Stay or Nature Vibes? Day 9: To Dos: Beach relaxation or sightseeing in a traditional fishing village. Day 10: Perfect Day: Fantastic views & Kwan Tai Temple. Day 11: Time to say goodbye: See you next time! Day 12: Back home: So much to experience - so much to tell!"
China,Beijing,4,5,900,"Day 1: Arrive in Beijing and check into your hotel. Day 2: Explore Tiananmen Square, tour the Forbidden City, and relax at the Summer Palace gardens. Day 3: Climb the iconic Great Wall of China at Badaling and ride a rickshaw through old Hutongs. Day 4: Depart from Beijing."
China,Beijing,4,9,1150,"Day 1: Arrive in Beijing and check into your hotel. Day 2: Visit Tiananmen Square, the Forbidden City, Yonghe Temple, and the Temple of Heaven. Day 3: Explore the Mutianyu section of the Great Wall, see the Bird's Nest Stadium, and enjoy a rickshaw tour of the Hutongs. Day 4: Visit the Panda House, tour the Summer Palace, and transfer to the airport for departure."
China,"Beijing, Xi'an, Shanghai",8,16,2400,"Day 1: Arrive in Beijing and check into your hotel. Day 2: Explore the Forbidden City, the largest and most complete ancient imperial palace in the world. Day 3: Visit the Mutianyu section of the Great Wall, the best-preserved part of the wall. Day 4: Experience a rickshaw tour of the Hutongs, traditional alleyways in Beijing, and admire the elegance of the Summer Palace. Day 5: Discover the Terracotta Warriors in Xi'an, one of the world's most important archaeological finds. Day 6: Take a walk on Riverside Promenade Bingjiang Da Dao in Shanghai. Day 7: Free day to explore Shanghai at your leisure. Day 8: Departure from Shanghai."
China,"Taipei, Taichung, Sun Moon Lake, Tainan, Kaohsiung, Hualien, Shifen",9,8,2400,"Day 1: Arrive in Taipei and settle into your accommodation. Day 2: Explore Taipei's night markets and take a train to Taichung. Day 3: Cycle around Sun Moon Lake, visit a tea factory for a tasting session, and explore a local temple. Day 4: Travel to Tainan, Taiwan's culinary capital, and indulge in local delicacies. Day 5: Discover Kaohsiung's unique temples, nature parks, and art spaces. Day 6: Traverse the bridges, trails, and caves of Taroko Gorge. Day 7: Visit mountain towns, enjoy street food, and participate in a sky lantern release in Shifen. Day 8: Return to Taipei for a Taiwanese cooking masterclass. Day 9: Depart from Taiwan."
China,"Lhasa, Gyantse, Shigatse",6,10,1300,"Day 1: Arrive in Lhasa and acclimate to the altitude. Day 2: Visit Drepung Monastery, Sera Monastery, and Norbulingka Palace. Day 3: Explore the Potala Palace and Jokhang Temple, and stroll through Barkhor Street. Day 4: Travel to Gyantse, visiting Yamdrok Lake, Karola Glacier, and Pelkor Monastery. Day 5: Proceed to Shigatse to tour Tashilhunpo Monastery, then return to Lhasa. Day 6: Depart from Lhasa."
Thailand,"Bangkok, Khao Sok National Park, Ko Pha Ngan",9,7,1200,"Day 1: Arrive in Bangkok and meet the group. Day 2: Explore ancient temples, ride tuk-tuks, and experience Bangkok's nightlife. Day 3: Participate in a Thai cooking class. Day 4: Travel to Khao Sok National Park and stay overnight on floating bungalows. Day 5: Enjoy activities in Khao Sok National Park. Day 6: Receive a traditional Thai massage and relax on the beach. Day 7: Embark on an island tour. Day 8: Choose between a Muay Thai or yoga experience. Day 9: Check out and continue your travels."
Thailand,"Bangkok, Chiang Mai",5,5,1900,"Day 1: Arrive in Bangkok and check into your hotel. Day 2: Visit the Damnoen Saduak Floating Market, then take an overnight train to Chiang Mai. Day 3: Explore Chiang Mai's city temples. Day 4: Visit Doi Suthep in the morning. Day 5: Depart from Chiang Mai."
Thailand,Bangkok,3,2,555,"Day 1: Arrive in Bangkok and transfer to your hotel. Day 2: Explore the Grand Royal Palace, Wat Phra Kaew (Temple of the Emerald Buddha), Wat Pho (Temple of the Reclining Buddha), and Wat Traimit (Temple of the Golden Buddha). Enjoy a boat trip on the Chao Phraya River. Day 3: Depart from Bangkok."
Thailand,"Bangkok, Sukhothai, Chiang Mai",8,10,1300,"Day 1: Arrive in Bangkok and settle into your accommodation. Day 2: Travel to Sukhothai, the first capital of Thailand, and explore its historical ruins. Day 3: Continue exploring Sukhothai's ancient temples and monuments. Day 4: Experience a village homestay, immersing yourself in local culture and traditions. Day 5: Depart the village and journey to Chiang Mai, known as the 'Rose of the North'. Day 6: Discover Chiang Mai's vibrant markets, temples, and participate in optional activities like cooking classes or adventure sports. Day 7: Enjoy a free day in Chiang Mai to explore at your leisure or partake in additional optional activities. Day 8: Conclude your tour in Chiang Mai."
Japan,"Nara, Mount Fuji, Tokyo, Shizuoka, Kyoto, Osaka",5,15,1020,"Day 1: Arrive in Nara and visit Kasuga Taisha Shrine in Nara Park, a UNESCO World Cultural Heritage site and one of the 22 shrines of ancient Nara. Day 2: Explore Mount Fuji, the highest peak in Japan, and Oshino Hakkai, a group of springs in Yamanashi Prefecture. Visit the Earthquake Experience Hall with earthquake simulations and unique exhibits like a magic mirror room. Day 3: Shop for Japanese souvenirs at a duty-free store. Visit Sensoji Temple, Tokyo Skytree, Akihabara Electric Store, Ginza commercial district, and the Imperial Palace Square with Nijubashi Bridge. Day 4: Visit Miho Matsubara on Miho Peninsula, Lake Hamana, and the Pearl Culture Museum in Shizuoka. Day 5: Visit Kinkakuji Temple, Heian Shrine with a matcha experience, Osaka Castle Park, and explore Shinsaibashi and Dotonbori, famous for Osaka cuisine and shopping."
Japan,"Kamakura, Tokyo, Mount Fuji",3,7,500,"Day 1: Visit Kamakura and take the Enoden train to the 'Kamakura High School' station. Explore the nearby intersection by the Shonan coast with stunning sea views. Walk along Komachi Street near JR Kamakura Station, a popular shopping street with snack shops and souvenir options. Day 2: Explore Odaiba, an artificial island in Tokyo Bay and a vibrant entertainment hub. Visit Sensoji Temple in Asakusa, Tokyo's oldest temple, and shop for unique souvenirs along the temple’s shopping street. Day 3: Drive to Mount Fuji’s 5th Station, located at Japan's highest peak and a national symbol. Admire the iconic dormant volcano straddling Shizuoka and Yamanashi Prefectures."
South Korea,"Seoul",4,12,720,"Day 1: Visit the Blue House, the official residence of the South Korean president, featuring 150,000 blue tiles over 100 years old. Explore Gyeongbokgung Palace, the largest palace of the Joseon Dynasty with over 600 years of history. Stroll through Tongin Market, a 300-meter snack street offering Korean street food, designated as a world tourist attraction. Day 2: Shop at Shilla Duty Free Shop, featuring over 550 brands, including luxury Korean and international names. Enjoy the graffiti show, a humorous and visually engaging performance combining skilled painting and romantic storytelling. Day 3: Visit Namsan Park and Seoul Tower for panoramic views of central Seoul. Explore Gwangjang Market, renowned for hanbok fabrics and traditional products. Discover the Samsung Museum of Art Leeum, blending culture and art with views of the Han River. Day 4: Walk through Bukchon Hanok Village, a 'street museum' with traditional Korean houses and historical sites. Visit Ikseon-dong, an area with cafes, cultural shops, and Instagram-worthy spots combining traditional and modern Korean architecture. Explore Dongdaemun Market, South Korea's largest wholesale and retail market, open 24 hours and popular for its unique shopping culture."
South Korea,"Jeju Island",3,6,400,"Day 1: Visit the Jeju World Automobile Museum, showcasing the history of automobiles with an extensive collection of classic vintage cars, a must-see for car enthusiasts. Explore Woljeong-ri Beach, known as 'where the moon stays,' with white sand, blue sea, and unique cafes lining the shore, offering a romantic and literary atmosphere perfect for photography and memories. Day 2: Enjoy horseback riding in Jeju, galloping with views of Halla Mountain and Sunrise Peak. Visit Jeju Aqua Planet Aquarium in Seopjikoji, the largest aquarium in Asia, covering 25,600 square meters and ranked among the top ten globally. Day 3: Explore the Laver Museum, learning about laver's role in Korean cuisine. Dress in traditional Korean costumes and capture unforgettable moments."
Japan,"Osaka, Kyoto, Hiroshima",5,10,1200,"Day 1: Explore Osaka Castle and learn about Japan's feudal history. Stroll through Dotonbori district for neon signs and culinary delights like takoyaki. Visit the Umeda Sky Building for panoramic city views and enjoy street food at Kuromon Ichiba Market. Day 2: Take a morning train to Kyoto. Visit Fushimi Inari Shrine with its iconic torii gates, Arashiyama Bamboo Grove, and Tenryu-ji Temple. Relax at Kiyomizu-dera Temple with scenic views. Day 3: Discover the Golden Pavilion (Kinkaku-ji), Ryoanji Temple's Zen rock garden, and Gion for traditional architecture. Explore Nishiki Market for Kyoto delicacies. Day 4: Take the bullet train to Hiroshima. Visit the Peace Memorial Park, Museum, Atomic Bomb Dome, and Itsukushima Shrine on Miyajima Island. Return to Kyoto. Day 5: Stroll along Philosopher's Path and optionally visit Kyoto Imperial Palace before returning to Osaka for departure. Additional tips: Stay near main stations for convenience, sample local food, and use the JR Pass for transportation."
